time_stamp,asset_id,status_type_id,train_test,source_file,anomaly_score,is_anomaly,sensor_0_avg,sensor_1_avg,sensor_2_avg,wind_speed_3_avg,wind_speed_4_avg
2023-11-13 13:30:00,10,0,prediction,17.csv,0.0259716921595034,1,21.0,276.5,-6.9,3.6,3.5
2023-05-08 09:50:00,13,0,train,38.csv,0.12536388967868906,1,21.0,93.7,-21.4,8.1,8.1
2022-05-17 03:00:00,10,0,train,40.csv,0.08913985059534546,1,18.0,62.8,35.7,1.5,1.5
2022-10-15 06:30:00,21,4,train,13.csv,0.0736200577611516,1,15.0,95.1,-1.5,2.5,2.5
2022-12-16 13:00:00,11,0,train,92.csv,0.09981180575368842,1,13.0,324.4,-9.4,7.2,7.3
2023-01-21 03:50:00,10,4,train,42.csv,-0.030565415726900858,-1,7.0,49.3,-4.5,3.3,3.3
2022-12-28 23:20:00,10,0,train,3.csv,0.10972148641664625,1,16.0,103.8,-10.0,9.2,9.2
2022-11-19 00:00:00,0,0,train,24.csv,0.0763372309518286,1,16.0,333.7,23.9,2.2,2.2
2023-05-18 22:50:00,0,0,train,26.csv,0.10692607868313181,1,20.0,263.8,-18.7,4.4,4.4
2022-10-07 21:00:00,21,0,train,51.csv,0.05310992182654589,1,22.0,275.8,6.7,3.8,3.7
2022-12-03 21:10:00,13,0,train,14.csv,0.11763373088914991,1,17.0,158.7,12.4,9.4,9.2
2023-05-29 07:50:00,11,0,train,68.csv,0.08326381115559117,1,19.0,189.0,-31.6,2.8,2.8
2023-05-10 13:00:00,0,0,train,26.csv,0.08517936744689675,1,18.0,187.0,-16.6,9.7,9.6
2023-06-20 03:50:00,11,0,train,69.csv,-0.03506202383931134,-1,25.0,125.3,-7.7,6.4,6.4
2023-09-05 03:20:00,11,0,prediction,69.csv,0.08475982329678117,1,23.0,178.8,-1.0,2.9,2.9
2022-11-11 23:10:00,0,0,train,0.csv,0.07321869491191946,1,14.0,283.6,-26.2,2.7,2.7
2023-05-28 11:00:00,11,0,train,69.csv,0.09219014094444328,1,21.0,255.9,64.7,2.2,2.2
2022-10-08 06:10:00,0,0,train,0.csv,0.032656190296530496,1,20.0,290.3,14.4,0.7000000000000001,0.7000000000000001
2023-01-06 14:40:00,13,0,train,84.csv,0.07887951322237163,1,18.0,86.2,-6.1,10.9,11.0
2023-04-04 03:30:00,11,0,train,69.csv,0.1319721094131343,1,16.0,110.6,-6.9,5.2,5.1
2022-08-26 12:50:00,11,0,train,68.csv,-0.038072163877644005,-1,28.0,89.3,-12.8,12.5,11.6
2022-06-11 18:10:00,0,0,train,73.csv,0.10511466835893851,1,23.0,251.3,-17.8,4.9,4.8
2023-05-01 06:20:00,11,0,train,69.csv,0.09111584659763605,1,14.0,357.1,-12.8,4.6,4.7
2023-02-12 17:50:00,21,0,train,22.csv,0.11292177815912247,1,14.0,128.7,12.0,7.1,7.2
2023-06-07 02:20:00,0,4,train,0.csv,0.08431036498526595,1,21.0,3.9,2.8,2.5,2.5
2023-04-19 12:40:00,11,0,train,68.csv,-0.017823524091979515,-1,22.0,124.6,-0.3,15.2,14.4
2022-10-14 18:30:00,13,4,train,45.csv,0.11003853512988165,1,20.0,286.5,3.9,4.6,4.8
2023-06-15 05:30:00,10,0,train,17.csv,0.03255067340603002,1,20.0,341.1,99.1,1.7000000000000002,1.7000000000000002
2023-03-21 04:30:00,21,0,train,51.csv,0.11200804951083204,1,15.0,269.6,7.5,5.2,5.4
2023-07-13 20:20:00,11,0,train,68.csv,-0.029024082294916487,-1,36.0,146.6,-6.0,5.4,5.2
2022-03-13 12:30:00,10,0,train,40.csv,0.08308150566710781,1,18.0,32.5,-9.1,4.0,3.9
2022-10-10 15:40:00,10,4,train,40.csv,0.10516066281705977,1,23.0,226.0,-29.7,4.6,4.5
2022-12-07 04:20:00,10,0,train,42.csv,0.10981582802775469,1,17.0,108.3,-0.1,8.6,8.5
2023-01-31 03:40:00,0,0,train,26.csv,0.09301683129481791,1,12.0,116.8,15.9,4.4,4.8
2023-06-11 06:20:00,10,0,train,10.csv,0.09954059051852598,1,21.0,102.8,11.8,10.1,9.7
2022-09-22 23:40:00,10,0,train,40.csv,0.08980518896402834,1,20.0,202.9,7.8,2.7,2.7
2022-06-26 12:00:00,11,0,train,25.csv,0.11260680309784077,1,22.0,214.6,-20.3,4.8,4.6
2022-10-11 03:30:00,11,0,train,25.csv,0.07796108572177485,1,18.0,218.4,-10.6,1.6,1.6
2022-04-21 05:30:00,13,0,train,45.csv,0.06678895743533542,1,15.0,157.0,37.7,2.3,2.3
2022-05-18 06:10:00,10,0,train,3.csv,0.12212034956908069,1,20.0,68.0,10.0,6.7,6.4
2022-07-31 07:20:00,13,0,train,38.csv,0.06333624919643654,1,22.0,346.3,68.2,2.3,2.3
2023-05-24 09:20:00,21,0,train,22.csv,0.07607334944579264,1,22.0,93.7,-10.3,10.3,10.2
2022-08-24 14:50:00,13,0,train,38.csv,-0.0975643388943297,-1,29.0,112.9,15.6,13.3,12.9
2023-05-07 10:30:00,21,0,train,22.csv,0.12062396905981099,1,21.0,115.1,15.3,5.7,5.8
2023-04-18 15:10:00,13,4,prediction,45.csv,0.03916036726028349,1,25.0,90.8,3.8,9.2,9.3
2023-07-20 17:00:00,21,0,train,22.csv,-0.07678332044188763,-1,25.0,271.8,-54.7,7.1,7.1
2023-03-26 09:30:00,0,0,train,24.csv,0.11023778150437741,1,13.0,155.3,14.7,5.4,5.7
2022-10-28 16:30:00,21,3,train,13.csv,-0.12215030578686492,-1,24.0,99.3,-14.5,13.5,13.5
2023-02-13 10:10:00,0,0,train,0.csv,0.11398659933987171,1,14.0,263.3,-3.0,4.0,4.0
2022-11-16 01:10:00,10,0,train,3.csv,0.12144133694629833,1,16.0,91.3,-3.2,10.1,9.6
2023-01-23 05:00:00,13,0,train,38.csv,0.06400319071901278,1,11.0,292.8,-25.9,2.0,2.0
2023-01-10 18:50:00,10,0,train,42.csv,0.11375397103078888,1,14.0,314.5,11.1,7.0,7.0
2022-11-05 14:30:00,10,0,train,40.csv,0.06897500251831401,1,23.0,284.7,0.6000000000000001,8.6,8.4
2022-11-05 17:30:00,0,0,train,26.csv,0.12046557747276115,1,21.0,266.4,21.4,7.1,7.1
2023-01-01 19:20:00,13,0,train,14.csv,0.1336526308746508,1,14.0,122.1,5.6,7.5,7.3
2023-05-05 17:50:00,10,0,prediction,3.csv,0.1236580923222147,1,20.0,257.6,4.0,7.3,7.1
2023-08-05 09:20:00,11,4,prediction,68.csv,0.03867241321318615,1,30.0,191.4,67.6,1.5,1.5
2023-06-26 07:20:00,13,0,train,84.csv,0.04764273085416221,1,23.0,189.2,-27.4,2.4,2.4
2023-03-06 20:00:00,0,0,train,26.csv,0.12265291878288337,1,16.0,311.1,9.0,4.7,4.6
2022-12-27 00:30:00,0,0,train,71.csv,0.14004266876900268,1,15.0,99.1,5.2,7.1,7.2
2023-09-06 05:10:00,21,0,train,72.csv,0.13428732932785353,1,24.0,63.9,-3.6,6.9,7.1
2022-02-16 17:20:00,10,0,train,40.csv,0.0604775055159078,1,13.0,338.3,-29.6,3.7,4.2
2023-02-27 13:40:00,21,0,train,13.csv,0.10073621317645676,1,15.0,292.1,-1.5,5.2,5.3
2022-12-11 04:50:00,0,0,train,71.csv,0.1200122853156334,1,16.0,106.7,-12.8,8.6,8.8
2023-09-01 22:00:00,13,4,train,84.csv,0.10946196541350262,1,26.0,104.7,-1.6,6.8,6.5
2023-04-24 06:40:00,10,0,train,42.csv,0.13634450820192145,1,16.0,107.3,-14.9,6.2,6.1
2022-12-18 03:50:00,0,0,train,26.csv,0.13190868321145988,1,14.0,86.5,5.6,6.3,6.5
2022-11-23 10:50:00,10,0,train,42.csv,-0.09602506443771586,-1,12.0,179.3,37.9,2.4,1.9
2022-03-12 01:20:00,13,0,train,14.csv,0.07354668326005676,1,14.0,344.1,-25.1,2.6,2.6
2023-06-16 04:30:00,10,0,train,17.csv,0.0875295585668982,1,26.0,83.1,-4.7,9.3,8.8
2023-04-17 13:40:00,13,4,prediction,45.csv,0.036068979869849305,1,25.0,108.1,30.5,3.2,3.2
2023-03-15 13:30:00,13,0,train,84.csv,-0.027853828543297543,-1,18.0,109.7,0.6000000000000001,13.7,13.4
2023-05-10 02:10:00,10,0,prediction,3.csv,0.08956427426035746,1,18.0,199.7,-2.0,2.9,2.9
2023-01-22 20:30:00,10,4,train,10.csv,-0.11640102466829616,-1,13.0,265.2,-28.0,4.5,0.0
2022-08-17 04:00:00,11,0,train,92.csv,0.010613826222264144,1,26.0,321.3,-123.7,1.8,1.8
2022-07-25 16:50:00,11,0,train,92.csv,-0.12221534480427554,-1,31.0,113.1,8.4,15.8,14.6
2022-06-17 13:20:00,11,0,train,25.csv,0.02730769286484447,1,26.0,343.8,-33.3,3.6,3.6
2023-02-19 02:30:00,13,0,train,84.csv,0.06775530830234594,1,14.0,336.9,35.0,3.7,3.8
2023-02-21 20:50:00,13,0,train,45.csv,0.10731054028462567,1,15.0,101.7,0.0,9.3,9.3
2023-02-17 17:20:00,21,0,train,51.csv,0.09508881848412332,1,17.0,94.4,-1.2,9.9,10.1
2023-03-09 10:00:00,0,0,train,24.csv,0.12482302326551559,1,20.0,98.0,-9.2,9.4,9.6
2023-05-27 11:10:00,11,0,train,69.csv,0.013116160744626626,1,24.0,186.0,7.5,2.9,2.9
2023-02-06 16:20:00,0,0,train,26.csv,0.08785908923261154,1,19.0,307.1,-1.0,3.6,3.7
2023-06-06 00:50:00,11,0,prediction,25.csv,0.06704815867816055,1,21.0,189.2,-97.7,2.3,2.3
2023-07-30 12:00:00,10,0,train,42.csv,0.10914519651533094,1,25.0,208.2,4.0,4.4,4.4
2022-05-18 15:30:00,10,0,train,40.csv,0.06890818178606628,1,25.0,93.6,-5.1,11.3,10.3
2022-11-25 13:30:00,0,0,train,0.csv,0.06845955890961108,1,15.0,205.7,20.6,10.4,10.5
2022-12-16 23:10:00,11,0,train,68.csv,0.048141735991287404,1,11.0,57.8,40.5,1.8,1.8
2023-08-04 20:50:00,13,0,train,84.csv,-0.06658695351671817,-1,36.0,286.0,-1.5,2.9,3.0
2023-05-09 22:10:00,21,0,train,72.csv,0.07949448047836616,1,19.0,268.5,27.1,3.1,3.1
2022-10-09 18:40:00,0,0,train,73.csv,0.11322267201111158,1,21.0,283.2,-7.0,5.0,4.9
2022-09-19 21:40:00,13,0,train,38.csv,0.08785736934918315,1,23.0,193.4,13.1,3.4,3.6
2022-12-31 15:50:00,21,0,train,22.csv,0.09467751300350374,1,17.0,111.5,10.7,8.6,8.8
2022-12-14 12:30:00,0,0,train,0.csv,0.1101131505608468,1,16.0,173.8,12.6,5.2,5.4
2023-01-24 08:40:00,21,0,train,51.csv,0.0078353552946544,1,9.0,43.6,-54.7,0.9,0.9
2023-03-18 20:30:00,0,0,train,0.csv,0.09883177980584967,1,16.0,103.7,14.0,10.9,10.7
2023-01-20 22:20:00,0,0,train,0.csv,0.002258106382034941,1,9.0,1.8,70.6,2.2,2.2
2022-12-09 07:20:00,10,0,train,42.csv,0.1294653005075455,1,17.0,113.8,-8.3,5.2,5.2
2022-10-15 14:00:00,21,4,train,51.csv,0.016334326201417837,1,22.0,165.2,-24.6,2.5,2.5
2023-04-28 01:20:00,10,0,prediction,3.csv,0.11211922800697094,1,17.0,113.1,7.4,6.7,6.6
2022-06-30 05:00:00,0,4,train,24.csv,0.10187285033417143,1,21.0,179.2,-4.8,2.4,2.4
2023-08-03 01:50:00,10,0,train,42.csv,0.060588010856980234,1,24.0,29.3,68.1,1.2,1.2
2022-12-02 13:30:00,11,0,train,69.csv,0.14079352146094887,1,19.0,125.7,-2.4,7.9,8.0
2022-06-08 11:30:00,11,0,train,92.csv,0.09361980118771068,1,27.0,115.3,4.1,8.5,8.4
2022-09-16 16:30:00,13,0,train,38.csv,0.07991737261449927,1,28.0,310.2,2.3,7.0,6.9
2023-06-27 11:50:00,0,0,train,26.csv,0.10722579352120865,1,24.0,270.1,-16.9,6.7,6.6
2023-07-21 04:00:00,21,0,train,22.csv,0.11796813170075632,1,21.0,206.1,3.6,7.4,7.4
2022-12-01 11:10:00,21,0,train,22.csv,0.12417024207737282,1,16.0,78.4,-7.3,5.4,5.7
2022-11-29 12:30:00,0,0,train,73.csv,0.11936682757473388,1,17.0,121.7,7.8,6.3,6.4
2023-06-29 23:50:00,13,0,prediction,38.csv,0.08670981875440592,1,24.0,328.4,11.7,8.8,8.9
2022-06-14 23:40:00,13,0,train,14.csv,0.12004533484559338,1,23.0,300.4,8.7,6.2,6.4
2023-04-21 02:20:00,21,0,train,51.csv,-0.05605992480256394,-1,16.0,139.9,31.4,18.0,17.1
2022-12-23 18:00:00,10,0,train,40.csv,0.1313171162305496,1,17.0,106.5,-9.0,5.5,5.3
2022-10-12 23:40:00,21,0,train,13.csv,0.11437910138960805,1,19.0,278.4,7.6,5.9,5.9
2022-12-09 00:50:00,10,0,train,40.csv,0.1108256562703715,1,16.0,120.7,12.2,9.9,9.9
2023-01-17 17:00:00,11,0,train,69.csv,0.13134637712668173,1,16.0,286.2,3.5,5.9,6.1
2023-03-05 13:30:00,11,0,train,68.csv,0.11693047089721936,1,17.0,254.8,2.0,7.4,7.4
2023-03-26 23:10:00,21,0,train,72.csv,0.04964953874323508,1,15.0,227.8,-16.7,11.3,11.6
2022-12-12 20:00:00,0,0,train,73.csv,0.09149164307387209,1,15.0,308.4,-15.1,2.4,2.4
2022-08-30 03:20:00,13,0,train,45.csv,0.06119217247059139,1,24.0,186.9,-91.5,2.5,2.5
2023-06-27 15:30:00,0,0,train,26.csv,0.08565995875271143,1,24.0,304.0,15.6,8.4,8.0
2022-05-31 12:30:00,11,0,train,25.csv,0.027173029818857275,1,26.0,15.3,-27.9,3.3,3.2
2023-05-03 17:20:00,0,0,train,73.csv,0.019714012999177966,1,23.0,104.4,11.9,12.8,12.5
2023-04-05 19:30:00,21,0,train,22.csv,0.07171693496900483,1,23.0,166.7,-51.8,2.6,2.6
2022-12-18 03:00:00,0,0,train,73.csv,0.07398601733264848,1,15.0,72.4,0.9,10.1,10.4
2022-10-03 21:50:00,10,4,train,3.csv,0.11040998361677384,1,24.0,113.8,12.3,5.1,4.8
2023-06-01 21:10:00,11,0,prediction,25.csv,0.08224120721699463,1,24.0,123.7,7.5,9.8,9.5
2022-12-01 01:50:00,13,0,train,84.csv,0.09954345109229723,1,17.0,156.0,30.7,9.1,9.0
2022-06-26 02:00:00,10,0,train,40.csv,0.04524513272767566,1,24.0,183.0,-130.5,0.9,0.9
2023-01-06 17:50:00,10,0,train,17.csv,0.12352991544894137,1,16.0,106.3,-0.4,9.8,9.7
2022-07-01 05:00:00,21,4,train,13.csv,0.08799860422836298,1,21.0,173.9,-10.7,3.0,3.0
2023-02-11 10:10:00,21,0,train,51.csv,0.10623912722461837,1,12.0,117.4,11.6,5.3,5.6
2022-12-11 14:00:00,10,0,train,17.csv,0.14025105954597356,1,19.0,99.8,1.5,6.3,6.3
2023-02-08 19:50:00,21,0,train,13.csv,0.09473722587217692,1,16.0,0.6000000000000001,-9.1,10.1,10.3
2022-07-10 03:50:00,10,0,train,40.csv,0.11948137757909327,1,28.0,102.1,1.0,6.2,5.5
2023-08-21 17:10:00,10,0,train,42.csv,-0.06726057665195395,-1,31.0,122.4,-0.8,11.7,10.9
2022-12-02 11:50:00,0,0,train,0.csv,0.13306731658050236,1,18.0,95.4,6.1,5.3,5.6
2023-08-02 06:00:00,0,0,train,26.csv,0.072658919975429,1,20.0,253.8,104.5,1.3,1.3
2023-03-10 09:10:00,0,0,train,73.csv,0.1318814240485015,1,20.0,104.5,-4.1,5.4,5.4
2023-04-29 04:30:00,13,3,train,38.csv,0.11523771884056377,1,15.0,124.9,4.6,7.6,7.5
2022-10-26 23:10:00,13,0,train,84.csv,0.1315395125085856,1,24.0,110.1,2.7,7.4,7.1
2023-06-01 02:10:00,11,0,prediction,25.csv,0.10579332328862529,1,23.0,107.0,2.4,9.5,9.3
2022-09-10 09:00:00,0,0,train,73.csv,0.06455594549335247,1,24.0,184.0,37.5,1.1,1.1
2022-05-14 18:00:00,13,0,train,14.csv,0.12011953780948698,1,19.0,297.8,10.6,5.8,6.0
2022-07-23 06:00:00,21,4,train,13.csv,0.09230117303406965,1,21.0,131.1,-25.7,3.9,4.0
2023-04-09 19:10:00,10,0,train,3.csv,0.05489881155008064,1,19.0,109.9,7.4,10.8,10.8
2023-02-15 18:20:00,21,0,train,22.csv,0.03594269742944528,1,16.0,106.1,4.9,12.4,12.4
2022-07-22 06:10:00,0,0,train,24.csv,0.07039193049092957,1,22.0,292.8,-17.3,3.6,3.6
2022-07-03 02:00:00,13,0,train,14.csv,0.08442486450021242,1,26.0,117.9,15.8,4.0,3.9
2022-12-27 21:10:00,0,0,train,0.csv,0.0661638056667681,1,15.0,84.0,-6.8,12.4,12.4
2023-05-10 00:00:00,21,0,train,72.csv,0.04014086881879214,1,19.0,237.4,2.6,3.3,3.3
2023-01-29 22:50:00,21,0,train,51.csv,0.07811402991426464,1,13.0,63.3,-17.1,1.9,1.9
2023-03-27 21:50:00,10,0,train,17.csv,0.07811852277379155,1,15.0,237.3,-36.6,0.9,0.9
2023-09-01 06:50:00,10,0,train,17.csv,0.11290371041286956,1,25.0,92.9,-4.3,9.5,8.8
2023-01-09 23:50:00,0,0,train,24.csv,0.020442716772312464,1,12.0,158.2,19.4,1.9,1.9
2023-04-26 09:10:00,10,0,train,3.csv,0.08232023345695627,1,17.0,268.7,5.2,3.0,3.0
2023-08-12 10:10:00,21,4,prediction,22.csv,0.01146502611110245,1,26.0,89.7,1.1,12.7,12.4
2022-08-25 10:10:00,10,3,train,3.csv,0.04787946428230344,1,26.0,84.3,-15.8,11.6,11.0
2022-11-05 23:10:00,13,0,train,38.csv,0.11011799192379151,1,19.0,289.3,-2.1,7.4,7.5
2022-10-12 21:50:00,13,4,train,38.csv,0.13284500531946775,1,21.0,237.2,2.6,6.8,6.8
2023-03-24 08:50:00,0,0,train,0.csv,0.005553672843031654,1,11.0,101.3,-161.5,2.1,2.1
2022-07-26 02:30:00,13,0,train,45.csv,0.04766847981109945,1,26.0,95.9,2.9,8.4,8.4
2023-02-06 17:20:00,11,0,train,69.csv,0.09291651348681862,1,19.0,322.4,-7.5,4.1,4.2
2023-04-12 13:20:00,0,0,train,0.csv,0.04201279663706453,1,26.0,96.3,-0.8,3.9,3.8
2023-03-12 19:10:00,0,0,train,24.csv,0.09906351784780731,1,19.0,275.5,-15.1,7.8,8.1
2023-03-25 07:40:00,0,0,train,26.csv,0.04015140351513219,1,12.0,183.9,-0.7000000000000001,10.5,10.7
2022-04-30 20:30:00,13,0,train,14.csv,0.09146872349605001,1,22.0,287.1,-2.9,3.9,4.2
2023-04-18 00:10:00,10,0,train,10.csv,0.1322556465953062,1,20.0,94.1,2.1,5.2,5.0
2022-09-30 03:20:00,13,0,train,38.csv,-0.007224284144281223,-1,23.0,85.4,-13.8,13.3,13.4
2022-12-14 23:30:00,0,0,train,26.csv,0.01961616596545601,1,12.0,294.8,-69.4,2.0,2.0
2023-02-19 03:50:00,0,0,train,73.csv,0.08388102892190952,1,13.0,284.4,-2.3,3.0,3.0
2023-01-11 02:40:00,0,0,train,73.csv,0.07936836846957962,1,12.0,326.0,-6.6,4.0,4.0
2022-10-04 19:40:00,11,0,train,92.csv,0.10995903620927355,1,26.0,112.3,7.4,7.9,7.8
2023-08-07 12:50:00,11,4,prediction,68.csv,0.026815126010888424,1,34.0,131.6,0.4,4.8,4.7
2023-03-17 23:10:00,21,0,train,72.csv,0.10201853283824414,1,16.0,82.6,-15.4,10.6,10.7
2023-03-13 04:20:00,10,0,train,17.csv,0.04694901868065393,1,12.0,341.0,4.7,9.4,9.5
2022-04-05 09:00:00,13,0,train,14.csv,0.09415078316792608,1,12.0,313.7,7.5,6.7,6.9
2023-04-05 09:20:00,0,0,train,73.csv,0.13867244944357326,1,16.0,69.7,-2.8,6.2,6.2
2022-10-29 22:20:00,11,0,train,25.csv,0.07875312420958941,1,20.0,109.6,0.1,11.6,11.1
2022-11-13 11:00:00,13,0,train,84.csv,0.12614158326520303,1,17.0,82.4,-21.7,5.4,5.5
2023-05-05 03:20:00,10,0,train,10.csv,0.09196646278579035,1,19.0,201.3,12.1,3.3,3.4
2022-12-30 04:00:00,21,0,train,22.csv,0.12689554493380367,1,15.0,113.4,5.9,5.4,5.4
2022-08-11 14:30:00,0,4,train,73.csv,-0.12426144149266083,-1,28.0,93.0,-6.5,16.6,16.6
2023-03-11 11:30:00,10,0,train,3.csv,0.05575879550276025,1,22.0,313.8,-62.5,1.6,1.6
2023-06-07 11:00:00,11,0,train,68.csv,0.08305415364346219,1,26.0,147.0,20.0,5.0,5.0
2022-12-17 12:00:00,0,0,train,73.csv,0.11806279641736317,1,15.0,61.5,-14.5,6.1,6.3
2022-12-21 00:20:00,0,0,train,71.csv,0.06535751544804885,1,13.0,302.7,0.2,3.5,3.5
2022-09-12 04:00:00,13,0,train,45.csv,0.09112944163864872,1,25.0,101.2,1.2,9.2,9.2
2022-06-27 15:10:00,0,4,train,71.csv,0.12852982899856547,1,23.0,218.2,-7.4,5.2,5.1
2023-01-20 14:40:00,0,0,train,73.csv,0.06526483112197046,1,11.0,304.0,8.6,6.8,7.1
2023-05-24 07:40:00,11,0,train,69.csv,0.13106781840220783,1,20.0,112.2,-9.2,8.7,8.7
2023-04-15 01:40:00,13,4,train,84.csv,0.08885122014649588,1,17.0,302.8,7.5,1.6,1.6
2022-12-29 21:00:00,21,0,train,51.csv,0.12988332631260396,1,16.0,86.0,-5.4,6.8,7.0
2022-06-23 15:20:00,0,0,train,73.csv,0.09093411575110216,1,30.0,131.9,14.1,8.3,8.2
2023-01-22 06:10:00,13,0,train,38.csv,0.008711590304488537,1,10.0,308.7,-20.9,3.2,3.2
2022-07-15 14:20:00,13,0,train,45.csv,-0.11931702739676608,-1,28.0,108.2,3.3,15.8,15.1
2023-08-26 19:50:00,11,0,train,69.csv,0.07329898953275948,1,30.0,120.4,-4.0,8.5,7.9
2022-08-23 10:40:00,21,4,train,13.csv,-0.07022175058049529,-1,26.0,95.3,-0.9,15.2,14.7
2023-01-23 14:40:00,0,0,train,26.csv,0.05384540629008694,1,14.0,113.9,-144.0,4.2,4.3
2022-11-26 20:00:00,0,0,train,73.csv,0.10992238945095645,1,15.0,183.7,1.8,7.1,7.2
2022-11-06 14:00:00,0,0,train,73.csv,0.12183662647447857,1,17.0,321.6,12.4,5.0,5.1
2022-06-04 07:00:00,13,0,train,14.csv,0.12810961870388765,1,17.0,294.9,1.0,4.6,5.0
2023-04-16 07:10:00,11,0,train,25.csv,0.024393928487651872,1,15.0,118.2,-140.6,1.8,1.8
2023-04-30 04:50:00,0,0,train,0.csv,0.1131717068957881,1,15.0,258.4,-25.5,4.4,4.4
2023-09-09 15:20:00,10,4,train,42.csv,0.09721178838472344,1,23.0,292.0,-1.8,9.3,8.9
2023-01-08 23:20:00,10,0,train,10.csv,0.06780992203322223,1,12.0,51.3,-7.4,2.2,2.2
2023-08-20 22:20:00,10,0,train,42.csv,0.0024743742529277357,1,27.0,112.1,-4.8,11.6,11.1
2023-06-02 08:10:00,21,0,train,22.csv,0.10089391872763531,1,22.0,96.6,8.4,8.7,8.6
2022-07-24 04:30:00,10,0,train,3.csv,0.05003393577468013,1,25.0,116.0,5.4,10.7,10.1
2022-06-01 23:10:00,0,0,train,71.csv,0.11768224212206868,1,22.0,115.4,0.1,5.9,6.0
2023-01-29 08:40:00,0,0,train,73.csv,0.04326026343134742,1,12.0,338.7,-46.8,2.3,2.3
2023-04-14 03:40:00,21,0,train,51.csv,0.036603684888063925,1,16.0,198.2,5.5,3.5,3.4
2022-09-28 11:40:00,10,4,train,42.csv,0.02574845419718169,1,26.0,99.4,-6.6,10.7,10.1
2023-09-11 01:20:00,10,4,train,17.csv,0.0637244861299312,1,20.0,74.6,73.3,1.7000000000000002,1.7000000000000002
2023-04-28 20:50:00,11,0,train,25.csv,0.06164736036957302,1,16.0,138.0,19.7,10.1,10.3
2023-01-20 17:10:00,13,0,train,38.csv,-0.06059986235097292,-1,12.0,355.0,36.4,4.1,4.1
2022-04-25 21:40:00,10,0,train,40.csv,0.11810318710200562,1,20.0,324.9,13.8,6.1,6.1
2022-09-15 19:20:00,10,0,train,40.csv,0.10868214670130194,1,22.0,311.5,9.9,6.5,6.2
